"year","storm_num","name","cat5_hours","cat4_hours","cat3_hours","cat2_hours","cat1_hours","ts_hours","td_hours"
2008,10,"Josephine",0,0,0,0,0,90,6
2008,11,"Kyle",0,0,0,0,36,54,6
2008,12,"Laura",0,0,0,0,0,18,0
2008,13,"Marco",0,0,0,0,0,30,12
2008,14,"Nana",0,0,0,0,0,24,24
2008,15,"Omar",0,6,0,12,54,30,18
2008,16,"Sixteen",0,0,0,0,0,0,30
2008,17,"Paloma",0,12,12,6,24,30,12
2009,1,"One",0,0,0,0,0,0,36
2009,2,"Ana",0,0,0,0,0,42,84
2009,3,"Bill",0,30,42,42,50,40,12
2009,4,"Claudette",0,0,0,0,0,24,12
2009,5,"Danny",0,0,0,0,0,63,0
2009,6,"Erika",0,0,0,0,0,48,0
2009,7,"Fred",0,0,12,24,30,42,6
2009,8,"Eight",0,0,0,0,0,0,24
2009,9,"Grace",0,0,0,0,0,42,0
2009,10,"Henri",0,0,0,0,0,48,12
2009,11,"Ida",0,0,0,18,36,60,30
2010,1,"Alex",0,0,0,6,30,102,12
2010,2,"Two",0,0,0,0,0,0,24
2010,3,"Bonnie",0,0,0,0,0,18.75,41.25
2010,4,"Colin",0,0,0,0,0,114,24
2010,5,"Five",0,0,0,0,0,0,6
2010,6,"Danielle",0,6,18,48,96,36,12
2010,7,"Earl",0,54,30,24,31,108,6
2010,8,"Fiona",0,0,0,0,0,96,6
2010,9,"Gaston",0,0,0,0,0,12,18
2010,10,"Hermine",0,0,0,0,0,42,48
2010,11,"Igor",0,108,12,30,81,60,30
2010,12,"Julia",0,12,18,12,42,102,12
2010,13,"Karl",0,0,6,18,6,54,6
2010,14,"Lisa",0,0,0,0,15,99,24
2010,15,"Matthew",0,0,0,0,0,48,18
2010,16,"Nicole",0,0,0,0,0,24,0
2010,17,"Otto",0,0,0,0,36,24,0
2010,18,"Paula",0,0,0,24,36,36,6
2010,19,"Richard",0,0,0,6,24,72,30
2010,20,"Shary",0,0,0,0,12,24,6
2010,21,"Tomas",0,0,0,16,57,132,24
2011,1,"Arlene",0,0,0,0,0,54,0
2011,2,"Bret",0,0,0,0,0,96,12
2011,3,"Cindy",0,0,0,0,0,54,6
2011,4,"Don",0,0,0,0,0,56.5,12
2011,5,"Emily",0,0,0,0,0,120,6
2011,6,"Franklin",0,0,0,0,0,6,12
2011,7,"Gert",0,0,0,0,0,48,12
2011,8,"Harvey",0,0,0,0,0,48,36
2011,9,"Irene",0,0,12,48,87.5833333333333,38.4166666666667,0
2011,10,"Ten",0,0,0,0,0,0,42
2011,11,"Jose",0,0,0,0,0,30,6
2011,12,"Katia",0,12,18,42,150,48,18
2011,20,"Unnamed",0,0,0,0,0,30,12
2011,13,"Lee",0,0,0,0,0,18,12
2011,14,"Maria",0,0,0,0,24,210.5,6
2011,15,"Nate",0,0,0,0,12,84,0
2011,16,"Ophelia",0,6,42,18,18,192,24
2011,17,"Philippe",0,0,0,0,60,264,18
2011,18,"Rina",0,0,18,18,30,42,18
2011,19,"Sean",0,0,0,0,0,72,0
2012,1,"Alberto",0,0,0,0,0,66,6
2012,2,"Beryl",0,0,0,0,0,24,42
2012,3,"Chris",0,0,0,0,18,48,0
2012,4,"Debby",0,0,0,0,0,84,12
2012,5,"Ernesto",0,0,0,2.75,21.25,162,24
2012,6,"Florence",0,0,0,0,0,48,12
2012,7,"Helene",0,0,0,0,0,12,204
2012,8,"Gordon",0,0,0,24,30,54,12
2012,9,"Isaac",0,0,0,0,30,192,42
2012,10,"Joyce",0,0,0,0,0,12,36
2012,11,"Kirk",0,0,0,12,36,66,6
2012,12,"Leslie",0,0,0,0,72,210,12
2012,13,"Michael",0,0,6,66,54,48,24
2012,14,"Nadine",0,0,0,0,126,396,36
2012,15,"Oscar",0,0,0,0,0,42,12
2012,16,"Patty",0,0,0,0,0,48,6
2012,17,"Rafael",0,0,0,0,54,60,0
2012,18,"Sandy",0,0,3.58333333333333,26.4166666666667,84,54,6
2012,19,"Tony",0,0,0,0,0,36,30
2013,1,"Andrea",0,0,0,0,0,42,0
2013,2,"Barry",0,0,0,0,0,30,48
2013,3,"Chantal",0,0,0,0,0,72,0
2013,4,"Dorian",0,0,0,0,0,228,30
2013,5,"Erin",0,0,0,0,0,66,6
2013,6,"Fernand",0,0,0,0,0,18,6
2013,7,"Gabrielle",0,0,0,0,0,60,150
2013,8,"Eight",0,0,0,0,0,0,12
2013,9,"Humberto",0,0,0,0,42,150,12
2013,10,"Ingrid",0,0,0,0,36,48,18
2013,11,"Jerry",0,0,0,0,0,78,30
2013,12,"Karen",0,0,0,0,0,66,6
2013,13,"Lorenzo",0,0,0,0,0,60,12
2013,14,"Melissa",0,0,0,0,0,36,0
2014,1,"Arthur",0,0,0,12,42,36,12
2014,2,"Two",0,0,0,0,0,0,48
2014,3,"Bertha",0,0,0,0,18,114,0
2014,4,"Cristobal",0,0,0,0,78,42,12
2014,5,"Dolly",0,0,0,0,0,30,6
2014,6,"Edouard",0,0,12,42,54,72,12
2014,7,"Fay",0,0,0,0,12,30,0
2014,8,"Gonzalo",0,48,30,42,24,24,12
2014,9,"Hanna",0,0,0,0,0,12,132
2015,1,"Ana",0,0,0,0,0,36,24
2015,2,"Bill",0,0,0,0,0,30,30
2015,3,"Claudette",0,0,0,0,0,30,6
2015,4,"Danny",0,0,12,24,24,84,6
2015,5,"Erika",0,0,0,0,0,90,0
2015,6,"Fred",0,0,0,0,30,108,42
2015,7,"Grace",0,0,0,0,0,66,30
2015,8,"Henri",0,0,0,0,0,54,6
2015,9,"Nine",0,0,0,0,0,0,72
2015,10,"Ida",0,0,0,0,0,126,90
2015,11,"Joaquin",0,58,26,12,78,36,24
2015,12,"Kate",0,0,0,0,18,42,12
2016,1,"Alex",0,0,0,0,30,1.25,0
2016,2,"Bonnie",0,0,0,0,0,48,144
2016,3,"Colin",0,0,0,0,0,36,6
2016,4,"Danielle",0,0,0,0,0,18,18
2016,5,"Earl",0,0,0,0,18,84,0
2016,6,"Fiona",0,0,0,0,0,114,42
2016,7,"Gaston",0,0,36,60,66,96,6
2016,8,"Eight",0,0,0,0,0,0,84
2016,9,"Hermine",0,0,0,0,14,58,60
2016,10,"Ian",0,0,0,0,0,96,0
2016,11,"Julia",0,0,0,0,0,84,48
2016,12,"Karl",0,0,0,0,0,204,60
2016,13,"Lisa",0,0,0,0,0,108,24
2016,14,"Matthew",12,114,54,18,30,30,0
2016,15,"Nicole",0,12,12,30,114,168,0
2016,16,"Otto",0,0,6,12,15.5,92.5,12
2017,1,"Arlene",0,0,0,0,0,24,6
2017,2,"Bret",0,0,0,0,0,15,0
2017,3,"Cindy",0,0,0,0,0,54,12
2017,4,"Unnamed",0,0,0,0,0,0,42
2017,5,"Don",0,0,0,0,0,24,6
2017,6,"Emily",0,0,0,0,0,24,24
2017,7,"Franklin",0,0,0,0,12,72,0
2017,8,"Gert",0,0,0,18,36,54,6
2017,9,"Harvey",0,6,12,12,18,168,138
2017,11,"Irma",77,49,84,36,24,36,6
2017,12,"Jose",0,60,24,18,186,120,6
2017,13,"Katia",0,0,0,12,48,18,18
2017,14,"Lee",0,0,12,54,66,126,108
2017,15,"Maria",28.25,13.75,84,36,90,78,6
2017,16,"Nate",0,0,0,0,24,60,18
2017,17,"Ophelia",0,0,12,48,36,60,0
2017,18,"Philippe",0,0,0,0,0,6,6
2017,19,"Rina",0,0,0,0,0,48,30
